paper_id,published,year,month,corpus_group,primary_theme,secondary_tags,title,authors,hf_papers_available,arxiv_url,local_pdf
2603.20111,2026-03-20T16:36:29Z,2026,2026-03,core,foundations_theory_objective,theory;language;generative_bridge,Var-JEPA: A Variational Formulation of the Joint-Embedding Predictive Architecture -- Bridging Predictive and Generative Self-Supervised Learning,Moritz Gögl; Christopher Yau,False,https://arxiv.org/abs/2603.20111,/root/workspace/jepa/pdfs/2603.20111.pdf
2603.21340,2026-03-22T17:46:04Z,2026,2026-03,adjacent,world_models_planning_control,theory;video;language;world_model;medical;remote_or_science;benchmarking,ARYA: A Physics-Constrained Composable & Deterministic World Model Architecture,Seth Dobrin; Lukasz Chmiel,False,https://arxiv.org/abs/2603.21340,/root/workspace/jepa/pdfs/2603.21340.pdf
2603.22281,2026-03-23T17:59:42Z,2026,2026-03,adjacent,language_reasoning,video;language;multimodal;world_model,ThinkJEPA: Empowering Latent World Models with Large Vision-Language Reasoning Model,Haichao Zhang; Yijiang Li; Shwai He; Tushar Nagarajan; Mingfei Chen; Jianglin Lu; Ang Li; Yun Fu,True,https://arxiv.org/abs/2603.22281,/root/workspace/jepa/pdfs/2603.22281.pdf
2603.22649,2026-03-23T23:53:16Z,2026,2026-03,adjacent,benchmarks_surveys_critiques,language;medical;benchmarking,Pretext Matters: An Empirical Study of SSL Methods in Medical Imaging,Vedrana Ivezić; Mara Pleasure; Ashwath Radhachandran; Saarang Panchavati; Shreeram Athreya; Vivek Sant; Benjamin Emert; Gregory Fishbein; Corey Arnold; William Speier,False,https://arxiv.org/abs/2603.22649,/root/workspace/jepa/pdfs/2603.22649.pdf
2603.23308,2026-03-24T15:13:30Z,2026,2026-03,adjacent,vision_perception_ssl,language;multimodal;medical;generative_bridge;benchmarking,Curriculum-Driven 3D CT Report Generation via Language-Free Visual Grafting and Zone-Constrained Compression,V. K. Cody Bumgardner; Mitchell A. Klusty; Mahmut S. Gokmen; Evan W. Damron,True,https://arxiv.org/abs/2603.23308,/root/workspace/jepa/pdfs/2603.23308.pdf
2603.24327,2026-03-25T14:09:59Z,2026,2026-03,core,language_reasoning,theory;language;multimodal;benchmarking,Le MuMo JEPA: Multi-Modal Self-Supervised Representation Learning with Learnable Fusion Tokens,Ciem Cornelissen; Sam Leroux; Pieter Simoens,False,https://arxiv.org/abs/2603.24327,/root/workspace/jepa/pdfs/2603.24327.pdf
2603.25216,2026-03-26T09:16:55Z,2026,2026-03,adjacent,scientific_industrial_domains,video;world_model;remote_or_science,A Wireless World Model for AI-Native 6G Networks,Ziqi Chen; Yi Ren; Yixuan Huang; Qi Sun; Nan Li; Yuhong Huang; Chih-Lin I; Yifan Li; Liang Xia,False,https://arxiv.org/abs/2603.25216,/root/workspace/jepa/pdfs/2603.25216.pdf
2603.25841,2026-03-26T19:03:49Z,2026,2026-03,adjacent,language_reasoning,video;language;multimodal;world_model;benchmarking,GazeQwen: Lightweight Gaze-Conditioned LLM Modulation for Streaming Video Understanding,Trong Thang Pham; Hien Nguyen; Ngan Le,False,https://arxiv.org/abs/2603.25841,/root/workspace/jepa/pdfs/2603.25841.pdf
2603.25981,2026-03-26T23:47:49Z,2026,2026-03,adjacent,language_reasoning,theory;video;language;world_model,Policy-Guided World Model Planning for Language-Conditioned Visual Navigation,Amirhosein Chahe; Lifeng Zhou,False,https://arxiv.org/abs/2603.25981,/root/workspace/jepa/pdfs/2603.25981.pdf
2603.27134,2026-03-28T04:46:44Z,2026,2026-03,adjacent,vision_perception_ssl,theory;world_model;benchmarking,Semantic Interaction Information mediates compositional generalization in latent space,John Schwarcz,False,https://arxiv.org/abs/2603.27134,/root/workspace/jepa/pdfs/2603.27134.pdf
2603.29796,2026-03-31T14:29:42Z,2026,2026-03,core,multimodal_vlm_vla,video;language;multimodal;remote_or_science;generative_bridge,JEPA-MSAC: A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications,Can Zheng; Jiguang He; Guofa Cai; Nannan Li; Mehdi Bennis; Henk Wymeersch; Merouane Debbah,False,https://arxiv.org/abs/2603.29796,/root/workspace/jepa/pdfs/2603.29796.pdf
2603.29966,2026-03-31T16:31:25Z,2026,2026-03,adjacent,medical_bio_health,video;language;multimodal;world_model;medical;benchmarking,Scaling Video Pretraining for Surgical Foundation Models,Sicheng Lu; Zikai Xiao; Jianhui Wei; Danyu Sun; Qi Lu; Keli Hu; Yang Feng; Jian Wu; Zongxin Yang; Zuozhu Liu,False,https://arxiv.org/abs/2603.29966,/root/workspace/jepa/pdfs/2603.29966.pdf
2604.00383,2026-04-01T02:08:07Z,2026,2026-04,core,scientific_industrial_domains,remote_or_science,Mine-JEPA: In-Domain Self-Supervised Learning for Mine-Like Object Classification in Side-Scan Sonar,Taeyoun Kwon; Youngwon Choi; Hyeonyu Kim; Myeongkyun Cho; Junhyeok Choi; Moon Hwan Kim,False,https://arxiv.org/abs/2604.00383,/root/workspace/jepa/pdfs/2604.00383.pdf
2604.00394,2026-04-01T02:23:21Z,2026,2026-04,adjacent,vision_perception_ssl,world_model;generative_bridge;benchmarking,Deep Networks Favor Simple Data,Weyl Lu; Chenjie Hao; Yubei Chen,False,https://arxiv.org/abs/2604.00394,/root/workspace/jepa/pdfs/2604.00394.pdf
2604.01349,2026-04-01T20:02:56Z,2026,2026-04,core,scientific_industrial_domains,language;remote_or_science,PI-JEPA: Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction,Brandon Yee; Pairie Koh,False,https://arxiv.org/abs/2604.01349,/root/workspace/jepa/pdfs/2604.01349.pdf
2604.05767,2026-04-07T12:10:21Z,2026,2026-04,adjacent,vision_perception_ssl,video;language;multimodal;generative_bridge;benchmarking,Beyond the Beep: Scalable Collision Anticipation and Real-Time Explainability with BADAS-2.0,Roni Goldshmidt; Hamish Scott; Lorenzo Niccolini; Hernan Matzner,False,https://arxiv.org/abs/2604.05767,/root/workspace/jepa/pdfs/2604.05767.pdf
2604.08065,2026-04-09T10:27:32Z,2026,2026-04,adjacent,language_reasoning,language;multimodal;world_model;generative_bridge;benchmarking,Multimodal Latent Reasoning via Predictive Embeddings,Ashutosh Adhikari; Mirella Lapata,False,https://arxiv.org/abs/2604.08065,/root/workspace/jepa/pdfs/2604.08065.pdf
2604.08960,2026-04-10T05:04:29Z,2026,2026-04,adjacent,world_models_planning_control,theory;world_model;generative_bridge;benchmarking,Efficient Hierarchical Implicit Flow Q-learning for Offline Goal-conditioned Reinforcement Learning,Zhiqiang Dong; Teng Pang; Rongjian Xu; Guoqiang Wu,False,https://arxiv.org/abs/2604.08960,/root/workspace/jepa/pdfs/2604.08960.pdf
2604.10514,2026-04-12T08:07:02Z,2026,2026-04,adjacent,benchmarks_surveys_critiques,video;world_model;medical;benchmarking,Data-Efficient Surgical Phase Segmentation in Small-Incision Cataract Surgery: A Controlled Study of Vision Foundation Models,Lincoln Spencer; Song Wang; Chen Chen,False,https://arxiv.org/abs/2604.10514,/root/workspace/jepa/pdfs/2604.10514.pdf
2604.10591,2026-04-12T11:47:11Z,2026,2026-04,adjacent,scientific_industrial_domains,language;multimodal;remote_or_science,GeoMeld: Toward Semantically Grounded Foundation Models for Remote Sensing,Maram Hasan; Md Aminur Hossain; Savitra Roy; Souparna Bhowmik; Ayush V. Patel; Mainak Singha; Subhasis Chaudhuri; Muhammad Haris Khan; Biplab Banerjee,True,https://arxiv.org/abs/2604.10591,/root/workspace/jepa/pdfs/2604.10591.pdf
2604.11364,2026-04-13T12:05:30Z,2026,2026-04,adjacent,vision_perception_ssl,language;benchmarking,The Missing Knowledge Layer in Cognitive Architectures for AI Agents,Michaël Roynard,True,https://arxiv.org/abs/2604.11364,/root/workspace/jepa/pdfs/2604.11364.pdf
2604.11751,2026-04-13T17:25:41Z,2026,2026-04,adjacent,world_models_planning_control,video;language;multimodal;world_model;benchmarking,Grounded World Model for Semantically Generalizable Planning,Quanyi Li; Lan Feng; Haonan Zhang; Wuyang Li; Letian Wang; Alexandre Alahi; Harold Soh,False,https://arxiv.org/abs/2604.11751,/root/workspace/jepa/pdfs/2604.11751.pdf
2604.13518,2026-04-15T06:04:45Z,2026,2026-04,adjacent,foundations_theory_objective,theory;world_model;benchmarking,From Alignment to Prediction: A Study of Self-Supervised Learning and Predictive Representation Learning,Mintu Dutta; Ritesh Vyas; Mohendra Roy,False,https://arxiv.org/abs/2604.13518,/root/workspace/jepa/pdfs/2604.13518.pdf
2604.16086,2026-04-17T14:15:12Z,2026,2026-04,adjacent,vision_perception_ssl,language;benchmarking,Stylistic-STORM (ST-STORM) : Perceiving the Semantic Nature of Appearance,Hamed Ouattara; Pierre Duthon; Pascal Houssam Salmane; Frédéric Bernardin; Omar Ait Aider,False,https://arxiv.org/abs/2604.16086,/root/workspace/jepa/pdfs/2604.16086.pdf
2604.16585,2026-04-17T15:12:15Z,2026,2026-04,adjacent,world_models_planning_control,world_model;remote_or_science,The Global Neural World Model: Spatially Grounded Discrete Topologies for Action-Conditioned Planning,Noureddine Kermiche,False,https://arxiv.org/abs/2604.16585,/root/workspace/jepa/pdfs/2604.16585.pdf
2604.17228,2026-04-19T03:20:40Z,2026,2026-04,adjacent,foundations_theory_objective,language;world_model;benchmarking,Revisiting Auxiliary Losses for Conditional Depth Routing: An Empirical Study,Qingwei Lin,False,https://arxiv.org/abs/2604.17228,/root/workspace/jepa/pdfs/2604.17228.pdf
2604.17651,2026-04-19T22:50:32Z,2026,2026-04,adjacent,world_models_planning_control,video;language;multimodal;world_model;remote_or_science;generative_bridge,Infrastructure-Centric World Models: Bridging Temporal Depth and Spatial Breadth for Roadside Perception,Siyuan Meng; Chengbo Ai,False,https://arxiv.org/abs/2604.17651,/root/workspace/jepa/pdfs/2604.17651.pdf
2604.21046,2026-04-22T19:44:41Z,2026,2026-04,adjacent,foundations_theory_objective,theory;world_model;benchmarking,JEPAMatch: Geometric Representation Shaping for Semi-Supervised Learning,Ali Aghababaei-Harandi; Aude Sportisse; Massih-Reza Amini,False,https://arxiv.org/abs/2604.21046,/root/workspace/jepa/pdfs/2604.21046.pdf
